,dates,confirmed,deaths,recovered,unrecovered,confirmed_increment,deaths_increment,recovered_increment,unrecovered_increment,death_rate,recovered_rate,mobility,people_vaccinated,total_tests,icu_patients,hosp_patients,median_age,trends_covid,trends_vaccine
408,408,116135181,2580527,65609537,47945117,446852.0,9995.0,226360.0,210497.0,0.022220028227277658,0.564941100836619,657228.0199999996,533063024.0,1215692949.0,24414.0,152112.0,30.25326086956521,65.0,86.0
409,409,116545559,2588346,65846038,48111175,410378.0,7819.0,236501.0,166058.0,0.022208877131045378,0.564981098936597,658419.2699999989,539934864.0,1234299068.0,23992.0,150308.0,30.25326086956521,59.0,77.0
410,410,116913680,2593599,66084360,48235721,368121.0,5253.0,238322.0,124546.0,0.022183879593902098,0.5652406117060039,523642.77000000037,554053140.0,1280839871.0,23939.0,152268.0,30.25326086956521,57.0,70.0
411,411,117212234,2600443,66358917,48252874,298554.0,6844.0,274557.0,17153.0,0.022185764329003405,0.5661432662395974,535667.4499999994,572216031.0,902205745.0,24231.0,155630.0,30.25326086956521,65.0,83.0
412,412,117627550,2610405,66621151,48395994,415316.0,9962.0,262234.0,143120.0,0.02219212250871501,0.5663737024192037,545039.45,590603635.0,1106343299.0,24173.0,156185.0,30.25326086956521,68.0,93.0
413,413,118094648,2620077,66856505,48618066,467098.0,9672.0,235354.0,222072.0,0.02218624674676197,0.566126459854472,555660.6500000017,614273839.0,1089838766.0,24069.0,155739.0,30.25326086956521,67.0,96.0
414,414,118571474,2629832,67129121,48812521,476826.0,9755.0,272616.0,194455.0,0.022179297526486008,0.5661489963429146,580734.960000002,635379128.0,1263343449.0,23967.0,155035.0,30.25326086956521,72.0,99.0
415,415,119060483,2639449,67397676,49023358,489009.0,9617.0,268555.0,210837.0,0.022168976082517656,0.5660793094548424,0.0,652709529.0,1148219655.0,23837.0,155388.0,30.25326086956521,71.0,100.0
416,416,119515052,2648162,67650277,49216613,454569.0,8713.0,252601.0,193255.0,0.02215756053890183,0.5660398072704683,687644.9399999997,672638963.0,1102974785.0,23869.0,155634.0,30.25326086956521,65.0,83.0
417,417,119875203,2653652,67895977,49325574,360151.0,5490.0,245700.0,108961.0,0.02213678837315504,0.5663888385657208,544635.6600000005,681099264.0,1287921198.0,15032.0,121565.0,30.20437158469944,59.0,78.0
418,418,120224301,2660456,68185846,49377999,349098.0,6804.0,289869.0,52425.0,0.022129103499632742,0.5671552708798864,559776.1600000012,701588119.0,1172319873.0,1840.0,10447.0,30.20437158469944,67.0,94.0
419,419,120697267,2670453,68452306,49574508,472966.0,9997.0,266460.0,196509.0,0.022125215146752246,0.5671404804882616,569567.7400000014,702774366.0,1122577820.0,1808.0,3223.0,30.20437158469944,68.0,97.0
